number,values_0,values_1,datetime_start,datetime_complete,duration,params_imp_type,params_isomorphic,params_kd_dropout,params_kd_lamb,params_kd_lr_power,params_kd_momentum,params_kd_norm,params_kd_residual,params_kd_scheduler,params_kd_smoothing,params_kd_warnup,params_kd_weight_decay_power,params_mpp,params_mpp_lr_power,params_mpp_scheduler,params_mpp_warnup,params_mpp_weight_decay_power,params_prune_mlp,params_prune_rate,params_prune_step,params_prune_type,params_scheduler,params_warnup,system_attrs_NSGAIISampler:generation,state
52,0.836333333,8.816394194,01:27.9,01:54.9,0 days 00:00:27.006039,,,0.15,0.9,2,0.99,layer,FALSE,TRUE,0.05,0.5,2,FALSE,,,,,,,,,TRUE,0.15,1,COMPLETE
22,0.836,11.0140555,45:56.2,46:29.9,0 days 00:00:33.690580,group,TRUE,0.25,0.4,5,0.995,layer,TRUE,FALSE,0.25,,2,TRUE,2,TRUE,0.45,5,FALSE,0.75,5,base,FALSE,,0,COMPLETE
32,0.834666667,11.72094908,51:17.4,51:53.2,0 days 00:00:35.756335,group,FALSE,,0.25,4,0.995,,,FALSE,0.2,,0,TRUE,4,TRUE,0.25,0,TRUE,0.5,5,bnscale,FALSE,,0,COMPLETE
94,0.834333333,11.16043306,23:21.8,23:55.9,0 days 00:00:34.077233,fpgm,FALSE,,0.6,3,0.99,,,FALSE,0.05,,1,TRUE,4,FALSE,,2,TRUE,0.85,3,bnscale,TRUE,0.2,1,COMPLETE
8,0.834333333,8.820441926,38:15.8,38:42.8,0 days 00:00:27.021397,,,0.5,0.6,3,0.995,,FALSE,TRUE,0.15,0,3,FALSE,,,,,,,,,TRUE,0.2,0,COMPLETE
38,0.834333333,9.00948561,54:15.2,54:42.8,0 days 00:00:27.613261,,,0.25,0.35,3,0.9,,TRUE,TRUE,0.3,0.05,5,FALSE,,,,,,,,,TRUE,0.3,0,COMPLETE
6,0.834,8.993968139,37:12.8,37:40.3,0 days 00:00:27.521747,,,0.65,0.9,2,0.99,layer,FALSE,TRUE,0.3,0.3,5,FALSE,,,,,,,,,FALSE,,0,COMPLETE
69,0.834,9.435341761,10:08.7,10:37.6,0 days 00:00:28.874614,,,0.7,0.6,5,0.995,layer,TRUE,TRUE,0.25,0.1,3,FALSE,,,,,,,,,FALSE,,1,COMPLETE
82,0.833,12.10062627,17:04.1,17:41.1,0 days 00:00:36.939638,lamp,FALSE,,0.55,4,0.9,,,TRUE,0.15,0.4,4,TRUE,5,TRUE,0.05,0,TRUE,0.75,5,bnscale,TRUE,0.2,1,COMPLETE
31,0.832666667,8.792996689,50:50.5,51:17.4,0 days 00:00:26.935199,,,0.45,0.05,2,0.995,,FALSE,FALSE,0.15,,2,FALSE,,,,,,,,,FALSE,,0,COMPLETE
62,0.832666667,8.907288288,06:21.4,06:48.7,0 days 00:00:27.282375,,,0.65,0.6,3,0.995,,FALSE,TRUE,0,0.45,3,FALSE,,,,,,,,,TRUE,0.4,1,COMPLETE
39,0.832,8.56047499,54:42.9,55:09.1,0 days 00:00:26.227859,,,0.3,0.35,4,0.99,batch,FALSE,FALSE,0,,2,FALSE,,,,,,,,,FALSE,,0,COMPLETE
75,0.832,9.576008923,13:17.6,13:46.9,0 days 00:00:29.263732,,,0.65,0.05,2,0.995,,FALSE,FALSE,0.15,,2,FALSE,,,,,,,,,FALSE,,1,COMPLETE
12,0.832,11.8399596,40:28.7,41:04.9,0 days 00:00:36.129585,fpgm,FALSE,,0.75,4,0.9,,,TRUE,0.1,0.05,1,TRUE,2,FALSE,,5,TRUE,0.55,3,bnscale,TRUE,0.25,0,COMPLETE
7,0.831,11.60686596,37:40.3,38:15.7,0 days 00:00:35.437407,group,FALSE,,0.05,4,0.9,,,FALSE,0,,5,TRUE,3,TRUE,0.45,4,TRUE,0.65,5,group,TRUE,0.35,0,COMPLETE
51,0.831,8.930448849,01:00.5,01:27.9,0 days 00:00:27.376325,,,0.15,0.5,4,0.995,batch,TRUE,TRUE,0,0.1,2,FALSE,,,,,,,,,TRUE,0.1,1,COMPLETE
70,0.83,9.301548565,10:37.6,11:06.1,0 days 00:00:28.469260,,,0.1,0.25,2,0.9,batch,TRUE,TRUE,0.3,0.1,0,FALSE,,,,,,,,,TRUE,0.5,1,COMPLETE
90,0.829666667,8.357922485,21:34.4,22:00.0,0 days 00:00:25.658158,,,0.6,0.8,3,0.99,layer,TRUE,FALSE,0,,2,FALSE,,,,,,,,,FALSE,,1,COMPLETE
60,0.829333333,9.272853359,05:26.0,05:54.3,0 days 00:00:28.378011,,,0.4,0.9,2,0.99,batch,TRUE,TRUE,0.25,0.35,1,FALSE,,,,,,,,,TRUE,0,1,COMPLETE
98,0.829,10.72354268,25:21.2,25:54.0,0 days 00:00:32.828753,lamp,TRUE,0.1,0.05,4,0.99,layer,FALSE,TRUE,0.05,0.5,3,TRUE,3,TRUE,0.2,2,FALSE,0.75,5,group,TRUE,0,1,COMPLETE
3,0.828333333,12.22456945,35:25.7,36:02.9,0 days 00:00:37.263305,group,TRUE,,0.4,3,0.99,,,FALSE,0.3,,3,TRUE,4,FALSE,,2,TRUE,0.9,3,base,FALSE,,0,COMPLETE
74,0.828333333,12.49589042,12:39.5,13:17.6,0 days 00:00:38.112664,group,FALSE,,0.7,4,0.99,,,TRUE,0.3,0.2,1,TRUE,3,TRUE,0.1,0,TRUE,0.85,2,bnscale,FALSE,,1,COMPLETE
