number,values_0,values_1,datetime_start,datetime_complete,duration,params_feat_loss,params_reset,params_temperature,system_attrs_NSGAIISampler:generation,state,params_prune_rate,params_momentum,params_momentum,params_kd_lr,params_kd_weight_decay,params_lamb,params_alpha,params_kd_warmup,params_kd_scheduler,params_kd_T_0,params_label_smoothing
63,0.696539535944359,0.5,2025-05-17 15:56:49.557376,2025-05-17 15:57:35.146034,0 days 00:00:45.588658,mse,False,,1,COMPLETE,0.5,0.995,0.995,1.368505584890508e-05,0.02456428025142494,1.25,1.75,0.05,True,30.0,0.25
19,0.6958554244341828,0.5,2025-05-17 15:03:47.451304,2025-05-17 15:04:48.043879,0 days 00:01:00.592575,cwd,True,1.75,0,COMPLETE,0.5,0.9,0.9,2.6935182894452843e-05,0.001759039033606843,4.5,1.75,0.05,True,60.0,0.05
59,0.6949432757539479,0.7,2025-05-17 15:53:48.567685,2025-05-17 15:54:35.335125,0 days 00:00:46.767440,cwd,True,4.25,1,COMPLETE,0.7,0.9,0.9,0.0002512414995943113,0.019830516663637672,0.5,5.0,0.05,False,,0.1
91,0.6867909469243486,0.5,2025-05-17 16:17:44.050893,2025-05-17 16:18:29.020107,0 days 00:00:44.969214,mse,True,,1,COMPLETE,0.5,0.8,0.8,0.00766225954802949,0.010568327534769457,0.5,2.25,0.05,False,,0.2
45,0.6864488911692606,0.6,2025-05-17 15:36:51.569855,2025-05-17 15:38:26.286690,0 days 00:01:34.716835,mse,False,,0,COMPLETE,0.6,0.9,0.9,0.0021445260153696443,0.2830752091250996,0.0,1.25,0.1,False,,0.2
82,0.6864488911692606,0.6,2025-05-17 16:11:11.105430,2025-05-17 16:11:53.011003,0 days 00:00:41.905573,mse,False,,1,COMPLETE,0.6,0.9,0.9,0.0021445260153696443,0.2830752091250996,0.0,1.25,0.1,False,,0.2
105,0.6732227353058547,0.5,2025-05-17 16:28:29.253639,2025-05-17 16:29:14.898376,0 days 00:00:45.644737,mse,True,,2,COMPLETE,0.5,0.99,0.99,0.009410959349798851,0.01961508993604867,4.5,3.5,0.05,False,,0.15000000000000002
101,0.6727096516732227,0.6,2025-05-17 16:25:24.480382,2025-05-17 16:26:09.985050,0 days 00:00:45.504668,mse,True,,2,COMPLETE,0.6,0.8,0.8,1.368505584890508e-05,0.02456428025142494,4.75,0.0,0.0,True,150.0,0.2
53,0.6711133914828117,0.5,2025-05-17 15:49:06.807394,2025-05-17 15:49:53.365527,0 days 00:00:46.558133,mse,True,,1,COMPLETE,0.5,0.8,0.8,6.572064908967159e-05,8.793543737814071e-05,2.0,4.75,0.0,False,,0.3
49,0.6688330197822245,0.5,2025-05-17 15:43:03.326472,2025-05-17 15:44:57.759226,0 days 00:01:54.432754,mse,True,,0,COMPLETE,0.5,0.995,0.995,2.1150004602784834e-05,0.0007721819858033756,5.0,4.75,0.05,True,90.0,0.2
99,0.6680348896870191,0.5,2025-05-17 16:23:49.872835,2025-05-17 16:24:36.659727,0 days 00:00:46.786892,mse,False,,1,COMPLETE,0.5,0.995,0.995,0.0012208055212495983,0.11848678715593632,4.5,0.75,0.15,True,90.0,0.1
15,0.6635311555783593,0.5,2025-05-17 14:59:58.154173,2025-05-17 15:00:54.145477,0 days 00:00:55.991304,mse,False,,0,COMPLETE,0.5,0.9,0.9,4.36098499546164e-05,0.08175079513056686,0.5,0.0,0.1,True,120.0,0.2
57,0.6574881705718032,0.6,2025-05-17 15:52:15.572377,2025-05-17 15:53:01.939411,0 days 00:00:46.367034,mse,False,,1,COMPLETE,0.6,0.8,0.8,0.0025952839491545083,0.19667856569007297,2.0,3.0,0.05,False,,0.2
26,0.6570320962316857,0.6,2025-05-17 15:10:35.848631,2025-05-17 15:11:33.220844,0 days 00:00:57.372213,mse,False,,0,COMPLETE,0.6,0.8,0.8,0.0025952839491545083,0.19667856569007297,2.0,3.0,0.05,False,,0.2
