number,values_0,values_1,datetime_start,datetime_complete,duration,params_feat_loss,params_reset,params_temperature,system_attrs_NSGAIISampler:generation,state,params_prune_rate,params_momentum,params_momentum,params_kd_lr,params_kd_weight_decay,params_lamb,params_alpha,params_kd_warmup,params_kd_scheduler,params_kd_T_0,params_label_smoothing
21,0.7086666666666667,0.6,2025-05-17 02:33:35.417737,2025-05-17 02:34:02.211737,0 days 00:00:26.794000,cwd,True,0.25,0,COMPLETE,0.6,0.9,0.9,0.0045213025675192075,4.4432923636604995e-05,1.0,4.75,0.0,False,,0.0
114,0.7086666666666667,0.6,2025-05-17 03:12:18.949825,2025-05-17 03:12:42.166481,0 days 00:00:23.216656,mse,True,,2,COMPLETE,0.6,0.995,0.995,4.7096546975830756e-05,0.0006508000152526809,4.25,4.5,0.05,True,30.0,0.0
123,0.7083333333333334,0.6,2025-05-17 03:16:01.803823,2025-05-17 03:16:27.334200,0 days 00:00:25.530377,cwd,False,3.75,2,COMPLETE,0.6,0.8,0.8,4.639272519012178e-05,0.00013345377322182618,3.25,4.25,0.1,False,,0.05
16,0.7046666666666667,0.6,2025-05-17 02:31:33.097384,2025-05-17 02:31:56.962406,0 days 00:00:23.865022,mse,True,,0,COMPLETE,0.6,0.99,0.99,0.008698116324781171,3.0110010665542747e-05,3.0,2.0,0.0,True,150.0,0.1
0,0.7043333333333334,0.6,2025-05-17 02:24:06.704524,2025-05-17 02:24:48.715892,0 days 00:00:42.011368,mse,True,,0,COMPLETE,0.6,0.995,0.995,0.0006019790837251181,0.022357316117643168,0.75,4.0,0.05,True,90.0,0.15000000000000002
3,0.7043333333333331,0.6,2025-05-17 02:25:53.998282,2025-05-17 02:26:18.133057,0 days 00:00:24.134775,mse,False,,0,COMPLETE,0.6,0.995,0.995,3.644517775754351e-05,0.006028530977616711,0.25,4.0,0.15,True,150.0,0.25
14,0.7036666666666666,0.7,2025-05-17 02:30:42.148906,2025-05-17 02:31:07.380992,0 days 00:00:25.232086,cwd,False,4.5,0,COMPLETE,0.7,0.99,0.99,0.004866739547841751,0.16262185746633687,2.75,2.25,0.15,False,,0.1
61,0.703,0.6,2025-05-17 02:50:10.550249,2025-05-17 02:50:35.205426,0 days 00:00:24.655177,cwd,False,3.75,1,COMPLETE,0.6,0.8,0.8,4.1174396476031065e-05,0.15053533678103248,0.75,1.0,0.0,True,60.0,0.0
85,0.7026666666666666,0.6,2025-05-17 03:00:12.547081,2025-05-17 03:00:35.579333,0 days 00:00:23.032252,mse,True,,1,COMPLETE,0.6,0.995,0.995,0.0036504568032052864,0.0006508000152526809,2.5,1.0,0.05,True,120.0,0.0
31,0.7026666666666666,0.6,2025-05-17 02:37:43.829926,2025-05-17 02:38:07.560362,0 days 00:00:23.730436,mse,True,,0,COMPLETE,0.6,0.99,0.99,0.00025025353116990746,0.0003809557986343181,4.5,3.25,0.1,False,,0.1
7,0.7023333333333333,0.6,2025-05-17 02:27:31.482034,2025-05-17 02:27:54.567990,0 days 00:00:23.085956,mse,True,,0,COMPLETE,0.6,0.995,0.995,0.009339361740116238,2.3335717402084162e-05,1.0,2.75,0.0,False,,0.0
99,0.702,0.6,2025-05-17 03:06:05.691507,2025-05-17 03:06:30.390733,0 days 00:00:24.699226,mse,True,,1,COMPLETE,0.6,0.99,0.99,6.855152069346782e-05,2.20900017648762e-05,2.0,4.75,0.1,True,90.0,0.15000000000000002
10,0.702,0.6,2025-05-17 02:29:03.402507,2025-05-17 02:29:29.269602,0 days 00:00:25.867095,cwd,True,2.0,0,COMPLETE,0.6,0.9,0.9,0.00015202946386939047,0.16533954891300487,0.25,0.25,0.15,True,120.0,0.2
