number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_power,params_imp_type,params_norm,params_num_layers,params_prune_type,params_residual,state
149,0.929601357,24:56.6,30:33.9,0 days 00:05:37.337060,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
165,0.929480189,56:16.0,01:53.7,0 days 00:05:37.610174,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
171,0.929480189,30:05.2,35:45.7,0 days 00:05:40.491638,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
180,0.929480189,20:49.9,26:30.4,0 days 00:05:40.450633,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
73,0.929359021,16:10.7,23:41.1,0 days 00:07:30.480915,0.7,8,group,batch,3,base,FALSE,COMPLETE
84,0.929359021,45:24.9,52:55.2,0 days 00:07:30.371329,0.7,8,group,batch,3,base,FALSE,COMPLETE
134,0.929359021,59:24.1,05:03.5,0 days 00:05:39.429615,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
147,0.929359021,13:41.6,19:19.3,0 days 00:05:37.673271,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
151,0.929359021,36:11.2,41:51.2,0 days 00:05:39.963516,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
170,0.929359021,24:27.1,30:05.2,0 days 00:05:38.103406,0.8,8,lamp,batch,3,bnscale,FALSE,COMPLETE
185,0.929359021,49:11.9,54:52.0,0 days 00:05:40.146442,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
91,0.929237853,48:20.4,55:51.3,0 days 00:07:30.994343,0.7,8,group,batch,3,group,FALSE,COMPLETE
172,0.929237853,35:45.7,41:24.3,0 days 00:05:38.604763,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
70,0.929116685,53:08.6,00:44.1,0 days 00:07:35.502269,0.7,8,group,batch,3,base,FALSE,COMPLETE
135,0.929116685,05:03.6,10:44.2,0 days 00:05:40.659764,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
69,0.928995517,45:43.0,53:08.5,0 days 00:07:25.584224,0.7,8,group,batch,3,group,FALSE,COMPLETE
138,0.928995517,22:03.2,27:39.1,0 days 00:05:35.839111,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
152,0.928995517,41:51.2,47:30.2,0 days 00:05:38.924906,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
156,0.928995517,04:28.9,10:07.9,0 days 00:05:39.069652,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
176,0.928995517,58:21.8,03:58.5,0 days 00:05:36.714679,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
96,0.928874349,22:01.8,27:42.0,0 days 00:05:40.208201,0.8,8,group,batch,3,group,FALSE,COMPLETE
109,0.928874349,38:17.1,43:52.4,0 days 00:05:35.323773,0.8,8,group,batch,3,group,FALSE,COMPLETE
132,0.928874349,48:03.7,53:44.3,0 days 00:05:40.667854,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
177,0.928874349,03:58.6,09:36.3,0 days 00:05:37.746298,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
55,0.928753181,49:22.0,56:58.0,0 days 00:07:35.962148,0.7,8,group,batch,3,group,FALSE,COMPLETE
145,0.928753181,02:24.3,08:03.6,0 days 00:05:39.235782,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
53,0.928632013,32:49.9,40:22.9,0 days 00:07:33.002889,0.7,8,group,batch,3,group,FALSE,COMPLETE
74,0.928632013,23:41.2,31:50.2,0 days 00:08:09.072327,0.7,8,group,batch,3,base,FALSE,COMPLETE
126,0.928632013,13:59.6,19:40.3,0 days 00:05:40.702784,0.7,8,group,batch,3,group,FALSE,COMPLETE
137,0.928632013,16:24.4,22:03.2,0 days 00:05:38.862504,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
169,0.928632013,18:48.7,24:27.0,0 days 00:05:38.322699,0.8,8,lamp,batch,3,group,TRUE,COMPLETE
52,0.928510845,25:03.9,32:49.9,0 days 00:07:45.960799,0.7,8,group,batch,3,group,FALSE,COMPLETE
76,0.928510845,40:42.8,48:09.6,0 days 00:07:26.776231,0.7,8,group,batch,3,base,FALSE,COMPLETE
97,0.928510845,27:42.0,33:22.0,0 days 00:05:39.977639,0.7,8,group,batch,3,group,FALSE,COMPLETE
98,0.928510845,33:22.0,39:02.0,0 days 00:05:40.037928,0.8,8,group,batch,3,group,FALSE,COMPLETE
158,0.928510845,15:47.9,21:27.1,0 days 00:05:39.189362,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
173,0.928510845,41:24.3,47:03.8,0 days 00:05:39.483498,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
179,0.928510845,15:11.2,20:49.9,0 days 00:05:38.637538,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
182,0.928510845,32:10.9,37:51.5,0 days 00:05:40.542174,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
81,0.928389676,22:15.7,30:43.4,0 days 00:08:27.687304,0.7,8,group,batch,3,base,FALSE,COMPLETE
139,0.928389676,27:39.1,33:14.4,0 days 00:05:35.299536,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
157,0.928389676,10:08.0,15:47.9,0 days 00:05:39.917520,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
168,0.928389676,13:10.2,18:48.7,0 days 00:05:38.532467,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
183,0.928268508,37:51.5,43:31.4,0 days 00:05:39.885346,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
72,0.92814734,08:35.9,16:10.6,0 days 00:07:34.692122,0.6,8,group,batch,3,base,FALSE,COMPLETE
80,0.92814734,14:49.7,22:15.6,0 days 00:07:25.949196,0.7,8,group,batch,3,base,FALSE,COMPLETE
144,0.92814734,56:43.9,02:24.3,0 days 00:05:40.417670,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
161,0.92814734,33:43.6,39:21.1,0 days 00:05:37.489129,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
36,0.928026172,21:43.9,27:47.0,0 days 00:06:03.050733,0.8,7,fpgm,batch,2,group,FALSE,COMPLETE
159,0.928026172,21:27.1,27:05.8,0 days 00:05:38.706606,0.8,8,lamp,batch,3,group,FALSE,COMPLETE
103,0.927905004,02:29.3,08:11.5,0 days 00:05:42.191960,0.7,8,group,batch,3,group,FALSE,COMPLETE
105,0.927905004,13:55.2,19:32.5,0 days 00:05:37.373741,0.8,8,group,batch,3,group,FALSE,COMPLETE
89,0.927783836,26:13.7,36:29.8,0 days 00:10:16.149649,0.8,9,group,batch,3,base,FALSE,COMPLETE
128,0.927783836,25:20.6,31:01.3,0 days 00:05:40.688623,0.7,8,group,batch,3,base,FALSE,COMPLETE
41,0.927662668,55:09.2,01:17.5,0 days 00:06:08.323812,0.8,7,group,batch,2,group,FALSE,COMPLETE
51,0.927662668,17:50.5,25:03.9,0 days 00:07:13.370104,0.8,8,group,batch,3,group,FALSE,COMPLETE
61,0.927662668,39:20.0,47:08.7,0 days 00:07:48.660341,0.7,8,group,batch,3,group,FALSE,COMPLETE
106,0.927662668,19:32.6,25:08.4,0 days 00:05:35.828446,0.7,8,group,batch,3,group,TRUE,COMPLETE
42,0.9275415,01:17.5,07:38.9,0 days 00:06:21.422817,0.8,7,group,batch,2,group,FALSE,COMPLETE
101,0.9275415,51:07.9,56:46.2,0 days 00:05:38.324765,0.7,8,group,batch,3,group,FALSE,COMPLETE
115,0.9275415,11:56.8,17:32.0,0 days 00:05:35.268704,0.7,8,group,batch,3,group,FALSE,COMPLETE
